"X_unit_id"	"X_golden"	"X_unit_state"	"X_trusted_judgments"	"X_last_judgment_at"	"airline_sentiment"	"airline_sentiment.confidence"	"negativereason"	"negativereason.confidence"	"airline"	"airline_sentiment_gold"	"name"	"negativereason_gold"	"retweet_count"	"text"	"tweet_coord"	"tweet_created"	"tweet_id"	"tweet_location"	"user_timezone"
"85"	681448338	FALSE	"finalized"	3	"2/25/15 2:32"	"negative"	1	"Can't Tell"	1	"Virgin America"	NA	"GunsNDip"	NA	0	"@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin"	""	"2/23/15 10:38"	5.69929e+17	""	"Pacific Time (US & Canada)"
"86"	681448340	FALSE	"finalized"	3	"2/25/15 6:05"	"negative"	1	"Flight Booking Problems"	1	"Virgin America"	NA	"jsatk"	NA	0	"@VirginAmerica Iâ€™m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R"	"[0.0, 0.0]"	"2/23/15 10:29"	5.69927e+17	"Lower Pacific Heights, SF, CA"	"Pacific Time (US & Canada)"
"87"	681448342	FALSE	"finalized"	3	"2/25/15 8:47"	"neutral"	0.6705	""	0	"Virgin America"	NA	"serenaklal"	NA	0	"@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code"	""	"2/23/15 10:15"	5.69923e+17	"Chicago"	"Eastern Time (US & Canada)"
"88"	681448345	FALSE	"finalized"	3	"2/25/15 4:03"	"neutral"	1	""	NA	"Virgin America"	NA	"openambit1"	NA	0	"@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4"	""	"2/23/15 10:09"	5.69922e+17	""	""
"89"	681448347	FALSE	"finalized"	3	"2/25/15 8:31"	"neutral"	0.6545	""	0	"Virgin America"	NA	"cabowine"	NA	0	"@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?"	""	"2/23/15 10:04"	5.69921e+17	"Los Cabos,Mexico"	"Arizona"
"90"	681448349	FALSE	"finalized"	3	"2/25/15 3:54"	"negative"	1	"Can't Tell"	0.6513	"Virgin America"	NA	"MaryAnnTaylorT"	NA	0	"@VirginAmerica Why is the site down?  When will it be back up?"	""	"2/23/15 9:57"	5.69919e+17	"New York, NY"	"Arizona"
"91"	681448353	FALSE	"finalized"	3	"2/25/15 6:57"	"neutral"	1	""	NA	"Virgin America"	NA	"RamotControl"	NA	0	"@VirginAmerica \"You down with RNP?\" \"Yeah you know me!\""	""	"2/23/15 9:45"	5.69916e+17	""	"Pacific Time (US & Canada)"
"92"	681448355	FALSE	"finalized"	3	"2/25/15 7:47"	"neutral"	0.6639	""	0	"Virgin America"	NA	"losermelon"	NA	0	"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?"	""	"2/23/15 9:35"	5.69913e+17	""	""
"93"	681448358	FALSE	"finalized"	3	"2/25/15 9:47"	"negative"	1	"Cancelled Flight"	1	"Virgin America"	NA	"AlisonK33774854"	NA	0	"@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday ."	""	"2/23/15 9:29"	5.69912e+17	""	""
"94"	681448360	FALSE	"finalized"	3	"2/25/15 3:30"	"negative"	1	"Late Flight"	1	"Virgin America"	NA	"GunsNDip"	NA	0	"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin"	""	"2/23/15 9:28"	5.69912e+17	""	"Pacific Time (US & Canada)"
"95"	681448362	FALSE	"finalized"	3	"2/25/15 7:15"	"neutral"	0.6765	""	0	"Virgin America"	NA	"yazdanagh"	NA	0	"@VirginAmerica why is flight 345 redirected?"	""	"2/23/15 9:26"	5.69911e+17	""	""
"96"	681448364	FALSE	"finalized"	3	"2/25/15 3:17"	"negative"	1	"Customer Service Issue"	0.6863	"Virgin America"	NA	"MerchEngines"	NA	0	"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign."	""	"2/23/15 9:25"	5.69911e+17	"Los Angeles, CA"	"Arizona"
"97"	681448366	FALSE	"finalized"	3	"2/25/15 9:22"	"negative"	1	"Customer Service Issue"	0.6771	"Virgin America"	NA	"ColorCartel"	NA	0	"@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y"	""	"2/23/15 9:18"	5.69909e+17	"Austin, TX"	"Mountain Time (US & Canada)"
"98"	681448369	FALSE	"finalized"	3	"2/25/15 2:16"	"negative"	1	"Can't Tell"	0.659	"Virgin America"	NA	"MustBeSpoken"	NA	0	"@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable"	""	"2/23/15 9:11"	5.69907e+17	""	""
"99"	681448371	FALSE	"finalized"	3	"2/25/15 8:31"	"negative"	1	"Flight Booking Problems"	0.6714	"Virgin America"	NA	"mattbunk"	NA	0	"@virginamerica What is your phone number. I can't find who to call about a flight reservation."	""	"2/23/15 8:29"	5.69897e+17	"Sterling Heights, MI"	"Eastern Time (US & Canada)"
"100"	681448373	FALSE	"finalized"	3	"2/25/15 2:32"	"negative"	1	"Customer Service Issue"	1	"Virgin America"	NA	"louisjenny"	NA	0	"@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone."	""	"2/23/15 8:19"	5.69894e+17	"Washington DC"	"Quito"
